ID;Code;Libellé;Stock.site;PVHT;PAHTBRUT;Fournisseur_id;Catégories
3505;4511474103600;pure 3.5g BHG;;7.08;4.23;47;34
3506;4511474061115;pure 3.5g G;;7.08;4.23;94;34
3507;4511474061177;pure 3.5g GO;;7.08;4.23;47;34
3508;4511474061184;pure 3.5g SFR;;7.08;4.23;47;34
3509;3352210462985;queen ran 55 qr 02;;8.5;4.6;;
3510;3352210462978;queen ran f 55 qr 01;1.000;9.92;5.95;;
3511;3352210462992;queen ran f 55 qr03;;8.5;4.6;;
3512;3352210463012;queen ran f 55 qr05;;8.5;4.6;;
3513;3352210462954;queen ran f qr05 45;;8.17;4.4;;
3514;3352210462930;queen rana 45 qr 03;;8.17;4.4;;
3515;3352210462916;queen rana f 45 qr 01;;8.25;4.95;;
3516;3352210462923;queen rana f 45 qr 02;;8.17;4.4;;
3517;4562208067293;ratn rats2 07 13gr;;10.83;6.5;;
3518;4044641156906;rattlin teaser spinner 90grs fluo orange;1.000;16.58;9.94;;
3519;4044641156944;rattlin teaser spinner 90grs/ firetiger;1.000;16.58;9.94;;
3520;844725072702;real california 130 premium ms americain shad;1.000;20.25;11.55;;
3521;844725312709;real california supreme 110 ms american shad;;14.75;8.4;;
3522;844725328144;real california supreme 200 brook trout;;20.5;11.55;;
3523;5055350293409;replicant 18cm shallow 65grs;1.000;10.83;5.85;;
3524;28632688625;ripple shad 2 5cm green ghost;;4.96;2.97;;
3525;28632688649;ripple shad 2 5cm pink shine;;4.96;2.97;;
3526;3352210493613;ruty minnow 23;;11.04;6;42;33
3527;3352210493668;ruty minnow 95 hg01;;11.04;6;42;33
3528;3352210493675;ruty minnow p06;;11.04;6;42;33
3529;4525918061890;ryuki 45s acc 4834;1.000;14.25;8.55;12;33
3530;4525918088651;ryuki 45s accz069;;14.25;8.55;56;33
3531;4525918030834;ryuki 45s ada4068;;14.25;8.55;12;33
3532;4525918030759;ryuki 45s ana4034;1.000;14.25;8.55;12;33
3533;4525918077013;ryuki 45s ani 4174;1.000;14.25;8.55;12;33
3534;4525918030797;ryuki 45s ani4004;;14.25;8.55;12;33
3535;4525918062057;ryuki 45s ccc 3055;1.000;14.25;8.55;12;33
3536;4525918068851;ryuki 45s dra 4051;1.000;14.25;8.55;12;33
3537;4525918085087;ryuki 45s mcc 4018;1.000;14.25;8.55;12;33
3538;4525918030858;ryuki 45s mcc 4036;1.000;14.25;8.55;12;33
3539;4525918068868;ryuki 45s mcc4084;;14.25;8.55;12;33
3540;4525918061937;ryuki 50s acca4834;3.000;14.25;8.55;12;33
3541;4525918030971;ryuki 50s ada4068;;14.25;8.55;12;33
3542;4525918030896;ryuki 50s ana 4034;1.000;14.25;8.55;12;33
3543;4525918077051;ryuki 50s ani 4174;1.000;14.25;8.55;12;33
3544;4525918030933;ryuki 50s ani4004;;14.25;8.55;12;33
3545;4525918062071;ryuki 50s ccc 3055;2.000;14.25;8.55;12;33
3546;4525918068929;ryuki 50s dra 4051;3.000;14.25;8.55;12;33
3547;4525918085018;ryuki 50s mcc 4018;;14.25;8.55;12;33
3548;4525918030995;ryuki 50s mcc 4036;;14.25;8.55;12;33
3549;4525918068936;ryuki 50s mcc4084;3.000;14.25;8.55;12;33
3550;4525918080600;ryuki 60s acc4834;;16.08;9.65;12;33
3551;4525918085162;ryuki 60s accz 069;;16.08;9.65;12;33
3552;4525918053567;ryuki 60s ada 4068;;16.08;9.65;12;33
3553;4525918053628;ryuki 60s ana4034;;16.08;9.65;12;33
3554;4525918071547;ryuki 60s ani4004;;16.08;9.65;12;33
3555;4525918071554;ryuki 60s mcc4084;;16.08;9.65;12;33
3556;4525918043360;ryuki 70s ada 4068;;16.92;10.15;12;33
3557;4525918071578;ryuki 70s ani 4004;;16.92;10.15;12;33
3558;4525918077136;ryuki 70s ani 4174;;16.92;10.15;12;33
3559;4525918086213;ryuki 70s mcc 4018;;16.92;10.15;12;33
3560;4525918071585;ryuki 70s mcc 4084;;16.92;10.15;12;33
3561;4525918086299;ryuki vib 45 ada 4013;1.000;14.25;8.55;12;33
3562;4525918086329;ryuki vib 45 ada 4068;2.000;14.25;8.55;12;33
3563;4525918086336;ryuki vib 45 ada 4140;2.000;14.25;8.55;12;33
3564;4525918086374;ryuki vib 45 ana 4034;;14.25;8.55;12;33
3565;4525918086381;ryuki vib 45 ana 4043;1.000;14.25;8.55;12;33
3566;5902335371051;salmo lilbug ladybird 3cm 4.3gr;;5.75;3.25;;
3567;4560262581076;salty core tube 4.25 10.7cm 008;;7.42;4;;
3568;4560262581090;salty core tube 4.25 10.7cm 207 green pumpkin;1.000;7.42;4;;
3569;756791407541;sashimi 3D pencil 12cm T.rouge blc/noir CPRH;;19.92;10.62;;
3570;756791407442;sashimi 3d popper 12cm jaune dos bleu CPDR;;19.92;10.62;;
3571;756791407664;sashimi bull metallic 15cm flyng fish CCFF;;33.33;19.58;;
3572;3297830344368;scatter-w 45 blue gill;4.000;4.92;2.35;18;32
3573;3297830344344;scatter-W 45 brown worm;4.000;4.92;2.35;18;32
3574;3297830344399;scatter-W 45 cola;;4.92;2.35;18;32
3575;3297830344351;scatter-W 45 lime chart;3.000;4.92;2.35;18;32
3576;3297830344382;scatter-W 45 shiner wakasagi;4.000;4.92;2.35;18;32
3577;3297830344375;scatter-W 45 watermelon red;;4.92;2.35;18;32
3578;3297830062194;scissor comb 3 chartreuse lime;1.000;8.25;4.68;21;32
3579;3297830315917;scissor comb 3 green pumpkin pepper;1.000;8.25;4.68;21;32
3580;3297830017880;scissor comb 3 purple smoke;2.000;8.25;4.68;21;32
3581;8032895138973;sensi worm 4.6 black glitter;1.000;5.42;2.82;126;32
3582;8032895138911;sensi worm 4.6 bloody red;4.000;5.42;2.82;126;32
3583;8032895138966;sensi worm 4.6 brown glitter;2.000;5.42;2.82;126;32
3584;8032895138928;sensi worm 4.6 yellow glitter;;5.42;2.82;126;32
3585;9000060000003;SEVEN 4 02;;18.25;10.15;;
3586;9000212000004;seven 4 04;;18.25;10.15;;
3587;9000516000007;SEVEN 4 15;;18.25;10.15;;
3588;9000517000006;SEVEN 4 16;;18.25;10.15;;
3589;9000617000005;seven 4 col 19;1.000;19.92;11.5;;
3590;9000063000000;SEVEN 5 02;1.000;20.75;11.5;;
3591;9000214000002;SEVEN 5 04;1.000;20.75;11.5;;
3592;9000519000004;SEVEN 5 15;;20.75;11.5;;
3593;9000520000000;SEVEN 5 16;;20.75;11.5;;
3594;9000216000000;SEVEN 6 04;;21.58;12;;
3595;9000522000008;SEVEN 6 15;;21.58;12;;
3596;9000523000007;SEVEN 6 16;;21.58;12;;
3597;9000066000007;SEVEN 6 COL 02;;21.58;12;;
3598;5706301583284;sg 3d bat 10cm 28gr albino;4.000;19.08;10.4;;
3599;5706301583277;sg 3d bat 10cm 28gr black;3.000;19.08;10.4;;
3600;5706301583253;sg 3d bat 7cm 14gr albino;3.000;12.42;6.8;;
3601;5706301583246;sg 3d bat 7cm 14gr black;3.000;12.42;6.8;;
3602;5706301576118;sg 3d hollow ducking 7.5cm 15gr 02 fruck;4.000;8.25;4.48;;
3603;5706301576514;sg 3d hollow duckling 7.5cm 15gr 03 yellow;1.000;8.25;4.48;;
3604;5706301490940;sg 3d jumping frog 11cm 12gr green;;8.25;4.8;;
3605;5706301450135;sg lb real eel 30cm 56gr firetiger nl 04;;14.92;8.8;;
3606;5706301450111;sg lb real eel 30cm 56gr olive pearl 02;1.000;14.92;8.8;;
3607;4560262577154;shad impact 3 02 yellow glow;1.000;7.83;3.7;23;32
3608;4560262578694;shad impact 3 05 orange;1.000;7.83;3.7;23;32
3609;4560262573439;shad impact 3 422 sight flash;3.000;7.83;4.6;23;32
3610;4560262585593;shad impact 3 424;;8.33;5;23;32
3611;4560262576591;shad impact 3 440 electric shad;1.000;7.83;4.6;23;32
3612;4560262573354;shad impact 3 ayu 400;3.000;7.83;4.6;23;32
3613;4560262577161;shad impact 3 pink glow 03;;7.83;4.6;23;32
3614;4560262577178;shad impact 3 silver blue 04;;7.83;4.6;23;32
3615;4560262578717;shad impact 4 10.1cm orange 05;;8.33;5;23;32
3616;4560262575747;shad impact 4 10.1cm silver blue 04;;8.33;5;23;32
3617;4560262572708;shad impact 4 10.1cm wasagi 412;;8.33;5;23;32
3618;4560262572692;shad impact 4 400 ayu;;8.33;5;23;32
3619;4560262572777;shad impact 4 422 sight flash;;8.33;5;23;32
3620;4560262581489;shad impact 4 424;2.000;7.83;4;23;32
3621;4560262576546;shad impact 4 440 electric shad;;8.33;5;23;32
3622;4560262576560;shad impact 5 410 crystal shad;;8.75;5.2;23;32
3623;4560262574467;shad impact 5 418 bluegill flash;;8.75;5.2;23;32
3624;4560262573040;shad impact 5 422 sight flash;;8.75;5.2;23;32
3625;4560262574276;shad impact 5 424 lime chartreuse;;8.75;4.15;23;32
3626;4560262576577;shad impact 5 440 electric shad;;8.75;5.2;23;32
3627;4560262572968;shad impact 5 400 ayu;1.000;8.75;5.2;23;32
3628;3297830247515;sk pop grande mat frog tiger;2.000;17.08;9.88;21;33
3629;3297830240530;sk pop mat frog tiger;2.000;16.58;9.62;21;33
3630;3297830000462;sk pop nf ablette;2.000;16.58;9.62;21;33
3631;3297830045005;sk-pop fire chartreuse;1.000;16.58;8.52;21;33
3632;3297830944322;sk-pop grande bone;;15.75;8.97;21;33
3633;3297830110598;sk-pop grande jungle black;1.000;17.08;8.97;21;33
3634;3297830000448;sk-pop grande nf ablette;;15.75;8.97;21;33
3635;3297830105891;sk-pop grande spring chartreuse;;15.75;8.97;21;33
3636;3297830110284;sk-pop hl wasaki;;14.92;8.52;21;33
3637;3297830110291;sk-pop jungle black;1.000;16.58;8.52;21;33
3638;3297830838164;sk-pop peacock;;14.92;8.52;21;33
3639;5903292691107;skat 1301 6grs;3.000;6.88;3.45;;
3640;5903292691121;skat 1303 6grs;2.000;6.88;3.45;;
3641;5903292691138;skat 1304 6grs;2.000;6.88;3.45;;
3642;5903292691619;skat 1306 6grs;3.000;6.88;3.45;;
3643;3352210494450;skoon fat 35mm 3.2gr sk01 gold;;3.08;1.67;;
3644;842406110521;skt 110 mag mr aurora black;;18.42;10.5;;
3645;5706301421869;soft 4play 13cm firetiger;3.000;7.04;3.84;;
3646;5706301436542;soft 4play 13cm pearl silver;1.000;7.04;3.84;;
3647;5706301421852;soft 4play 13cm perch;;7.04;3.84;;
3648;5706301486875;soft 4play 13cm roach;;7.04;3.84;;
3649;5706301421913;soft 4play 19cm perch;1.000;8.25;4.16;;
3650;5706301486905;soft 4play 19cm roach;;8.25;4.16;;
3651;5706301450760;soft 4play 8cm dirty roach;3.000;5.33;2.88;;
3652;5706301450784;soft 4play 8cm pearl silver;3.000;5.33;2.88;;
3653;5706301450777;soft 4play 8cm perch;;5.33;2.88;;
3654;5706301450807;soft 4play 8cm yellow glow;;5.33;2.88;;
3655;5706301421807;soft 4play 9.5cm firetiger;2.000;6.63;3.6;;
3656;5706301436528;soft 4play 9.5cm pearl silver;1.000;6.63;3.6;;
3657;5706301421791;soft 4play 9.5cm perch;;6.63;3.6;;
3658;5706301486844;soft 4play 9.5cm roach;;6.63;3.6;;
3659;3297830049577;soul shad 45 sp visible trout;2.000;14.83;8.45;21;33
3660;3297830049560;soul shad 45sp hl gold trout;;14.83;8.45;21;33
3661;3297830049539;soul shad 45sp mat tiger;2.000;14.83;8.45;21;33
3662;3297830049522;soul shad 45sp nf ablette;1.000;14.83;8.45;21;33
3663;3297830049591;soul shad 45sp perch;;14.83;8.45;21;33
3664;3297830475949;spincat 60grs white red;;7.42;3.95;;
3665;3297830475970;spincat fire chart 60 grs;1.000;7.42;4.15;;
3666;3297830475956;spincat full silver 60grs;;7.42;4.15;;
3667;3297830475963;spincat perch 60grs;;7.42;3.95;;
3668;3297830292317;spinnaker 1/2 fire tiger 14gr;;7.92;4.25;18;34
3669;3297830292362;spinnaker 1/2 orange fluo yellow 14gr;2.000;7.92;4.25;18;34
3670;3297830292324;spinnaker 1/2 perch 14gr;;7.92;4.25;18;34
3671;3297830292331;spinnaker 1/2 red head 14gr;1.000;7.92;4.25;18;34
3672;3297830292119;spinnaker 1/4 fire tiger 07gr;;7.08;3.65;18;34
3673;3297830292164;spinnaker 1/4 orange fluo yellow;2.000;7.08;3.65;18;34
3674;3297830292126;spinnaker 1/4 perch 07gr;;7.08;3.65;18;34
3675;3297830292133;spinnaker 1/4 red head 07gr;3.000;7.08;3.65;18;34
3676;3297830292515;spinnaker 3/4 fire tiger;1.000;9.08;4.75;18;34
3677;3297830292560;spinnaker 3/4 orange fluo yellow;;9.08;4.75;18;34
3678;3297830292522;spinnaker 3/4 perch 21gr;;9.08;4.75;18;34
3679;3297830292539;spinnaker 3/4 red head;1.000;9.08;4.75;33;34
3680;4044641147942;spoon green;5.000;9.13;4.55;;
3681;4044641147959;spoon white;1.000;9.13;4.55;;
3682;3297830290290;squad minnow 65s hw ghost shad;;15.25;8.71;21;33
3683;3297830152789;squad minnow 65s hw nf ayu;;15.25;8.71;21;33
3684;3297830152796;squad minnow 65s hw perch;;15.25;8.71;21;33
3685;3297830152802;squad minnow 65s hw visible spawning tiger;;15.25;8.71;21;33
3686;3297830209247;squad minnow 95s hw ghost bone;;17.08;9.75;21;33
3687;3297830261238;squad minnow 95s hw hl perch;;17.08;9.75;21;33
3688;3297830209285;squad minnow 95s hw hot tiger;;17.08;9.75;21;33
3689;3297830209230;squad minnow 95s hw nf ablette;;17.08;9.75;21;33
3690;3297830117238;squirrel 61 sp natural shad;1.000;14.83;8.45;21;33
3691;3297830858797;squirrel 61 sp truitelle;;14.83;8.45;21;33
3692;3297830857752;squirrel 61sp hl gold trout;;14.83;8.45;21;33
3693;3297830858780;squirrel 61sp vairon;2.000;14.83;8.45;21;33
3694;3297830592073;stamp n 1 hb;;2.71;1.4;;
3695;3297830592066;stamp n 1 hbl;;2.71;1.4;;
3696;3297830592080;stamp n 1 hr;;2.71;1.4;;
3697;3297830592165;stamp n 3 hb;;3.29;1.7;;
3698;3297830592158;stamp n 3 hbl;;3.29;1.7;;
3699;3297830592172;stamp n 3 hr;;3.29;1.7;;
3700;4044641148208;stiff vibra 180 mm;2.000;6.63;3.15;;
3701;4044641148185;stiff vibra 180mm pearl;;6.63;3.15;;
3702;3297830072056;stream roller 4gr ayu;;11.25;6.31;21;34
3703;3297830072049;stream roller 4gr bone;;11.25;6.57;21;34
3704;3297830072094;stream roller 4gr chat back gold;;11.58;6.57;21;34
3705;3297830072070;stream roller 4gr hl gold trout;;11.25;6.31;21;34
3706;3297830072087;stream roller 4gr vairon;;11.25;6.31;21;34
3707;3297830059989;stream roller 4grs magic rainbow trout;;11.25;6.31;21;34
3708;3297830072100;stream roller 4grs mat tiger;;11.58;6.57;21;34
3709;25436015510;super spok 125mm sardine HLFS;;10.33;5.59;;
3710;3535650037214;surnat sandre argent 10cm 10 grs;3.000;5.42;2.7;;
3711;3535650037276;surnat tacon 6cm 3grs;;4.88;2.45;;
3712;3535650036897;surnat tacon 6cm 5gr;1.000;4.88;2.45;;
3713;3535650037207;surnat truite 4cm 3grs;;4.13;2.1;;
3714;3535650037191;surnat truite 6cm 3grs;1.000;4.13;2.15;;
3715;3535650037184;surnat truite 6cm 5grs;2.000;4.13;2.15;;
3716;3535650037887;surnat truite a queue 5cm 3 grs;;4.13;2.15;;
3717;3535650037948;surnat truite a queue 7cm 10gr;1.000;4.58;2.3;;
3718;3535650037955;surnat truite a queue 7cm 3gr;;4.13;2.1;;
3719;3535650037993;surnat truite a queue 7cm 5gr;;4.13;2.1;;
3720;3297830391898;sweep gun 15 fera;;8.83;4.5;;
3721;3297830391836;sweep gun 15 fire tiger;;8.83;4.5;;
3722;3297830391829;sweep gun 15 natural grey;2.000;8.83;4.5;;
3723;3297830391843;sweep gun 15 orange fluo yellow;;8.83;4.5;;
3724;3297830392031;sweep gun 19 green ayu;;8.83;4.5;;
3725;8716851199429;swimbait bbz 6 15.24cm 65gr 305 pike;;20.83;12.5;;
3726;8716851271095;swimbait bbz 6 15.24cm 65gr 309 green perch;;20.83;12.5;;
3727;4580339937995;swimmy bullet 5.8 031;;5.75;1.52;;
3728;9000775000008;swimpike 180 19;;20.75;12.45;;
3729;9000776000007;swimpike 180 21;;20.75;12.45;;
3730;4560262606090;swing impact 2 009 white;3.000;7.83;4.6;23;32
3731;4560262577222;swing impact 2 03 pink glox;;7.83;4.6;23;32
3732;4560262573699;swing impact 2 101 green pumpin pp;1.000;7.83;4.6;23;32
3733;4560262589195;swing impact 2 416 silver flash minnow;;7.83;4.6;23;32
3734;4560262589232;swing impact 2 422 sight flash;;7.83;4.6;23;32
3735;4560262589287;swing impact 2 440 electric shad;3.000;7.83;4.6;23;32
3736;4560262605758;swing impact 2 468 lime chartreuse;3.000;7.83;4.6;23;32
3737;4560262584466;swing impact 2 5cm chartreuse orange 07;;8.25;4.6;23;32
3738;4560262573682;swing impact 2 5cm cola 006;;8.25;4.6;23;32
3739;4560262573705;swing impact 2 5cm watermelon pp 102;;8.25;4.6;23;32
3740;4560262577208;swing impact 2 5cm white glow 01;;8.25;4.6;23;32
3741;4560262584473;swing impact 2 S08 orange belly;;7.83;4.6;23;32
3742;4560262582035;swing impact 2.8 440;4.000;8.33;5;23;32
3743;4560262601880;swing impact 2.8009;3.000;8.33;5;23;32
3744;4560262604829;swing impact 3 009;1.000;8.25;4.8;23;32
3745;4560262588976;swing impact 3 400;3.000;8.25;4.8;23;32
3746;4560262589003;swing impact 3 416 silver flash minnow;2.000;8.25;4.8;23;32
3747;4560262589041;swing impact 3 422 sight flash;;8.25;4.8;23;32
3748;4560262589096;swing impact 3 440 electric shad;3.000;8.25;4.8;23;32
3749;4560262572944;swing impact 3 7.6cm baby ayu 323;2.000;8.25;4.8;23;32
3750;4560262572852;swing impact 3 7.6cm green pumpkin pp 101;1.000;8.25;4.8;23;32
3751;4560262578595;swing impact 3 7.6cm yellow glow 02;2.000;8.25;4.8;23;32
3752;4560262585029;swing impact 3 706cm orange belly 08;;8.25;4.8;23;32
3753;4560262585012;swing impact 3 S07 chartreuse orange;;8;4.8;23;32
3754;4560262578601;swing impact 3 wof03 pink glow;1.000;8.25;4.8;23;32
3755;4560262598128;swing impact 3.8 009;4.000;8.5;5.1;23;32
3756;4560262598050;swing impact 3.8 468;;8.5;5.1;23;32
3757;4560262573255;swing impact 4 10.1cm ayu 400;;8.33;5;23;32
3758;4560262585074;swing impact 4 10.1cm chartreuse belly 09;;8.33;5;23;32
3759;4560262577253;swing impact 4 10.1cm pink glow 03;;8.33;5;23;32
3760;4560262573330;swing impact 4 422 sight flash;;8.33;5;23;32
3761;4560262576089;swing impact 4 440 electric shad;;8.33;5;23;32
3762;4560262593697;swing impact 4 wof10;1.000;8.33;5;23;32
3763;4560262603341;swing impact 4009 white;1.000;8.33;5;23;32
3764;4560262602504;swing impact 4 468 lime chartreuse;;8.33;5;23;32
3765;28632533833;teigne hot orange;;4.92;2.59;;
3766;28632533826;teigne jaune imitation;;5.75;3.3;;
3767;3422993018751;TEIGNE ORANGE;2.000;3.17;1.47;;
3768;28632149133;teigne rouge imitation;;4.92;2.59;;
3769;28632172698;teigne rouge paillette;;4.92;2.59;;
3770;4050801030115;the trout jackson 13cm rainbow;;9.13;4.75;;
3771;4050801030139;the trout jackson 18cm rainbow;;9.96;5.35;;
3772;4050801030160;the trout jackson 23cm fario;;11.25;6;;
3773;4050801030122;the trout jackson fario 13cm;;9.13;4.75;;
3774;4050801030146;the trout jackson fario 18cm;;9.96;5.35;;
3775;4050801030153;the trout jackson raibow 23cm;;11.25;6;;
3776;3297830978549;tiger af 0;1.000;2.46;1.3;33;34
3777;3297830978532;tiger af 00;5.000;2.46;1.3;33;34
3778;3297830978556;tiger af 1;3.000;2.46;1.3;33;34
3779;3297830978563;tiger af 2;;2.5;1.33;33;34
3780;3297830978570;tiger af 3;3.000;2.63;1.35;33;34
3781;3297830978587;tiger af 4;;2.79;1.42;33;34
3782;3297830978594;tiger af 5;;2.96;1.53;33;34
3783;3297830842499;tiny fry 38sp hl gold trout;1.000;12.42;7.22;21;33
3784;3297830119973;tiny fry 38sp nf ayu;;12.42;7.22;21;33
3785;3297830857585;tiny fry 38sp truitelle;1.000;12.42;7.22;21;33
3786;3297830938895;tiny fry 38sp vairon;1.000;12.42;7.22;21;33
3787;3297830215958;tiny fry 50s ghost bone;;13.13;4.5;21;33
3788;3297830215941;tiny fry 50s nf ablette;;13.13;4.5;21;33
3789;3297830215989;tiny fry 50s wakin;2.000;13.13;4.5;21;33
3790;3297830255879;tiny fry 50sp copper trout;;13.25;7.41;21;33
3791;3297830938000;tiny fry 50sp goujon;;13.25;7.74;21;33
3792;3297830111090;tiny fry 50sp iwana;;13.25;7.74;21;33
3793;3297830114183;tiny fry 50sp lmdlt;;13.25;7.74;21;33
3794;3297830255886;tiny fry 50sp millevaches;;13.25;7.41;21;33
3795;3297830004118;tiny fry 50sp native brown trout;;13.25;7.35;21;33
3796;3297830857592;tiny fry 50sp truitelle;;13.25;7.74;21;33
3797;3297830938901;tiny fry 50sp vairon;;13.25;7.74;21;33
3798;3297830344030;tipsy s 38 3.8 hort fire tiger;;4.92;2.35;18;32
3799;3297830344047;tipsy-38 salt pepper;;4.92;2.35;18;32
3800;3297830344061;tipsy-s 38 green shiner;;4.92;2.35;18;32
3801;3297830344023;tipsy-s 38 gremille;1.000;4.92;2.35;18;32
3802;3297830344054;tipsy-s 38 shiner wakasagi;;4.92;2.35;18;32
3803;3297830344078;tipsy-s38 motoroil red;;4.92;2.35;18;32
3804;3297830343866;tipsy-v38 green shiner;4.000;4.92;2.35;18;32
3805;3297830343828;tipsy-v38 gremille;5.000;4.92;2.35;18;32
3806;3297830343835;tipsy-v38 hot fire tiger;1.000;4.92;2.35;18;32
3807;3297830343873;tipsy-v38 motoroil red;2.000;4.92;2.35;18;32
3808;3297830343842;tipsy-v38 salt pepper;4.000;4.92;2.35;18;32
3809;3297830343859;tipsy-v38 shiner wakasagi;2.000;4.92;2.35;18;32
3810;3297830940287;tn 60 bone;;16.58;8.97;21;33
3811;3297830842369;tn 60 hl pike;1.000;16.58;8.97;21;33
3812;3297830940270;tn 60 peacock;2.000;16.58;8.97;21;33
3813;3297830048693;tn 60 visible spawning tiger;2.000;16.58;8.97;21;33
3814;3297830833794;tn 70 full tuingsten peacock;1.000;18.25;10.14;21;33
3815;3297830839772;tn 70 full tungsten mat tiger;1.000;18.25;10.14;21;33
3816;3297830034689;tn 70 full tungsten nf ablette;;18.25;10.14;21;33
3817;3297830034696;tn 70 full tungsten visible spawning tiger;1.000;18.25;10.14;21;33
3818;3297830003036;tricoroll 47hw af green yamame;2.000;14.92;8.29;21;33
3819;3297830093907;tricoroll 47hw haku gold trout;;14.92;8.39;21;33
3820;3297830078003;tricoroll 47hw lmdlt;;14.92;8.39;21;33
3821;3297830256180;tricoroll 47hw millevaches;1.000;14.92;8.39;21;33
3822;3297830112189;tricoroll 47hw white black yamame;;14.92;8.39;21;33
3823;3297830002299;tricoroll 47s chrome yamame;;14.79;8.29;21;33
3824;3297830077921;tricoroll 47s goujon;;14.79;8.68;21;33
3825;3297830033705;tricoroll 47s iwana;;14.79;8.29;21;33
3826;3297830121648;tricoroll 47s stripe ablette;;14.79;8.68;21;33
3827;3297830121686;tricoroll 47s truitelle;;14.79;8.68;21;33
3828;3297830121693;tricoroll 47s vairon;1.000;14.79;8.68;21;33
3829;3297830077488;tricoroll 55f ghost bone yamame;;14.79;8.29;21;33
3830;3297830077495;tricoroll 55f gold yamame;;14.79;8.29;21;33
3831;3297830077501;tricoroll 55f nf goldy trout;;14.79;8.29;21;33
3832;3297830077518;tricoroll 55f red yellow yamame;2.000;14.79;8.29;21;33
3833;3297830094287;tricoroll 55hw gold yamame;;14.92;8.68;21;33
3834;3297830349288;tricoroll 55hw green orange yamane;;14.92;8.39;21;33
3835;3297830094300;tricoroll 55hw haku gold trout;;14.92;8.29;21;33
3836;3297830142988;tricoroll 55hw hl magic yamame;;14.92;8.68;21;33
3837;3297830050184;tricoroll 55hw lmdlt;;14.92;8.39;21;33
3838;3297830349271;tricoroll 55hw millevaches;;14.92;8.39;21;33
3839;3297830011000;tricoroll 55hw native brown trout;1.000;14.92;8.39;21;33
3840;3297830094270;tricoroll 55hw stripe ayu;;14.92;8.29;21;33
3841;3297830033743;tricoroll 55s amago;;14.79;8.29;21;33
3842;3297830122034;tricoroll 55s bone;;14.79;8.29;21;33
3843;3297830003050;tricoroll 55s chrome yamame;;14.79;8.29;21;33
3844;3297830033736;tricoroll 55s iwana;;14.79;8.29;21;33
3845;3297830293383;tricoroll 67hw hl chart yamame;2.000;15.21;8.94;21;33
3846;3297830293390;tricoroll 67hw hl red gold yamame;;15.21;8.94;21;33
3847;3297830003876;tricoroll 67hw lmdlt;;15.21;8.94;21;33
3848;3297830293376;tricoroll 67hw white black yamame;;15.21;8.94;21;33
3849;3297830293369;tricoroll 67hw yamame;;15.21;8.94;21;33
3850;4511729231959;trout tune 55 6gr iw;;13.33;8;86;33
3851;4511729229284;trout tune 55 6gr rn;;13.33;8;86;33
3852;4511729642151;trout tune 55 6gr smy;;13.33;8;86;33
3853;4511729642175;trout tune 55 6gr ya2;;13.33;8;86;33
3854;4562102328407;tt shad 4 107;3.000;8.25;4.7;23;32
3855;4562102329053;tt shad 4 209;3.000;8.25;4.7;23;32
3856;4562102328438;tt shad 4 832;;8.25;4.7;23;32
3857;4562102328414;tt shad 4 841;3.000;8.25;4.7;23;32
3858;4562102329077;tt shad 4 902;3.000;8.25;4.7;23;32
3859;4562102329435;tt shad 4.8 107;3.000;8.25;4.7;23;32
3860;4562102329541;tt shad 4.8 209;3.000;8.25;4.7;23;32
3861;4562102329442;tt shad 4.8 813;2.000;8.25;4.7;23;32
3862;4562102329466;tt shad 4.8 832;;8.25;4.7;23;32
3863;4562102329565;tt shad 4.8 902;2.000;8.25;4.7;23;32
3864;3297830839673;turbine 70 bone;;15.75;8.78;21;33
3865;3297830294434;turbine 70 jungle black;2.000;15.75;8.78;21;33
3866;3297830079109;turbine 70 nf ablette;;15.75;8.78;21;33
3867;3297830294410;turbine 70 table rock perch;1.000;15.75;8.78;21;33
3868;4044641144873;twin spinnerbait 14 gr firetiger;;9.13;4.7;;
3869;4513473301384;v flat power b 1/2 16grs philipban;;17.42;10.35;;
3870;4513473301360;v flat power b 1/2 5 pearl lim;;17.42;10.35;;
3871;4513473301315;v flat power b 1/4 10 gill;;17.42;10.35;;
3872;4513473301254;v flat power b 1/4 4 zabon;2.000;17.42;10.35;;
3873;3297830265939;vector bug 2.5 moebi blue;;6.25;3.5;;
3874;3297830265922;vector bug 2.5 watermelon pepper;;6.25;3.5;;
3875;3297830265977;vector bug 2.5pearl white;2.000;6.25;3.5;;
3876;3297830206154;vib 32 bone;1.000;11.58;6.5;21;33
3877;3297830078751;vib 32 bumble bee;1.000;11.58;6.5;21;33
3878;3297830206147;vib 32 stripe ablette;2.000;11.58;6.5;21;33
3879;3297830206161;vib 32 ul kanabun;1.000;11.58;6.5;21;33
3880;3297830325756;vista worm 147 brown;1.000;4.58;2.6;18;32
3881;3297830325794;vista worm 147 full white glitter;1.000;4.58;2.35;18;32
3882;3297830325770;vista worm 147 watermelon red;;4.58;2.6;18;32
3883;3297830325763;vista worm 147 watermelon seed;;4.58;2.35;18;32
3884;3297830325886;vista worm 155 blue flake;;5.42;2.85;18;32
3885;3297830325862;vista worm 155 cola;;5.42;2.85;18;32
3886;3297830325893;vista worm 155 lime chart;;5.42;2.85;18;32
3887;3297830325848;vista worm 155 watermelon seed;;5.42;2.85;18;32
3888;3297830325787;vista worm black blue flake 14.7cm;;4.58;1;18;32
